id,transcript,ayah_assignment,confidence,transcript_split_by_ayahs,actual_ayahs
train-011,حي على الصلاة,non_quran,high,[],[]
train-012,سورة عم آية 45,non_quran,high,[],[]
train-013,صراط الذين أنعمت عليهم,001007,high,"[{""id"": ""001007"", ""transcript"": ""صراط الذين أنعمت عليهم""}]","[{""id"": ""001007"", ""type"": ""ayah"", ""ar"": ""صِرَاطَ الَّذِينَ أَنْعَمْتَ عَلَيْهِمْ غَيْرِ الْمَغْضُوبِ عَلَيْهِمْ وَلَا الضَّالِّينَ"", ""clean"": """", ""en"": ""Ṣiraatal-ladheena anعamta عalaihim, ghairil-magh-ḍoobi عalaihim wa laḍ-ḍaaaalleen.""}]"
train-014,وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وازيد المحسنين فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون,002058-002061,high,"[{""id"": ""002058"", ""transcript"": ""وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وازيد المحسنين""}, {""id"": ""002059"", ""transcript"": ""فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون""}, {""id"": ""002060"", ""transcript"": ""وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين""}, {""id"": ""002061"", ""transcript"": ""وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون""}]","[{""id"": ""002058"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْنَا ادْخُلُوا هَـٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002059"", ""type"": ""ayah"", ""ar"": ""فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ"", ""clean"": """", ""en"": """"}, {""id"": ""002060"", ""type"": ""ayah"", ""ar"": ""۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002061"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ"", ""clean"": """", ""en"": """"}]"
train-015,الحمد لله رب العالمين,001002,high,"[{""id"": ""001002"", ""transcript"": ""الحمد لله رب العالمين""}]","[{""id"": ""001002"", ""type"": ""ayah"", ""ar"": ""الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ"", ""clean"": """", ""en"": ""Alĥamdu lillaahi rabbil-عaalameen!""}]"
train-016,بسم الله الرحمن الرحيم يا أيها النبي لم تحرم ما أحل الله لك تبتغي مرضات أزواجك والله غفور رحيم,066001,high,"[{""id"": ""066001"", ""transcript"": ""يا أيها النبي لم تحرم ما أحل الله لك تبتغي مرضات أزواجك والله غفور رحيم""}]","[{""id"": ""066001"", ""type"": ""ayah"", ""ar"": ""يَا أَيُّهَا النَّبِيُّ لِمَ تُحَرِّمُ مَا أَحَلَّ اللَّهُ لَكَ ۖ تَبْتَغِي مَرْضَاتَ أَزْوَاجِكَ ۚ وَاللَّهُ غَفُورٌ رَّحِيمٌ"", ""clean"": """", ""en"": """"}]"
train-017,أعوذ بالله من الشيطان الرجيم بسم الله الرحمن الرحيم يا أيها الذين آمنوا توبوا إلى الله توبة نصوحا عسى ربكم أن يكفر عنكم سيئاتكم ويدخلكم جنات تجري من تحتها الأنهار يوم لا يخزي الله النبي والذين آمنوا معه نورهم يسعى بين أيديهم وبأيمانهم يقولون ربنا أتمم لنا نورنا واغفر لنا إنك على كل شيء قدير,066008,high,"[{""id"": ""066008"", ""transcript"": ""يا أيها الذين آمنوا توبوا إلى الله توبة نصوحا عسى ربكم أن يكفر عنكم سيئاتكم ويدخلكم جنات تجري من تحتها الأنهار يوم لا يخزي الله النبي والذين آمنوا معه نورهم يسعى بين أيديهم وبأيمانهم يقولون ربنا أتمم لنا نورنا واغفر لنا إنك على كل شيء قدير""}]","[{""id"": ""066008"", ""type"": ""ayah"", ""ar"": ""يَا أَيُّهَا الَّذِينَ آمَنُوا تُوبُوا إِلَى اللَّهِ تَوْبَةً نَّصُوحًا عَسَىٰ رَبُّكُمْ أَن يُكَفِّرَ عَنكُمْ سَيِّئَاتِكُمْ وَيُدْخِلَكُمْ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ يَوْمَ لَا يُخْزِي اللَّهُ النَّبِيَّ وَالَّذِينَ آمَنُوا مَعَهُ ۖ نُورُهُمْ يَسْعَىٰ بَيْنَ أَيْدِيهِمْ وَبِأَيْمَانِهِمْ يَقُولُونَ رَبَّنَا أَتْمِمْ لَنَا نُورَنَا وَاغْفِرْ لَنَا ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ"", ""clean"": """", ""en"": """"}]"
train-018,اعوذ بالله من الشيطان الرجيم وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون,002049-002050,high,"[{""id"": ""002049"", ""transcript"": ""وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم""}, {""id"": ""002050"", ""transcript"": ""وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون""}]","[{""id"": ""002049"", ""type"": ""ayah"", ""ar"": ""وَإِذْ نَجَّيْنَاكُم مِّنْ آلِ فِرْعَوْنَ يَسُومُونَكُمْ سُوءَ الْعَذَابِ يُذَبِّحُونَ أَبْنَاءَكُمْ وَيَسْتَحْيُونَ نِسَاءَكُمْ ۚ وَفِي ذَٰلِكُم بَلَاءٌ مِّن رَّبِّكُمْ عَظِيمٌ"", ""clean"": """", ""en"": """"}, {""id"": ""002050"", ""type"": ""ayah"", ""ar"": ""وَإِذْ فَرَقْنَا بِكُمُ الْبَحْرَ فَأَنجَيْنَاكُمْ وَأَغْرَقْنَا آلَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ"", ""clean"": """", ""en"": """"}]"
train-019,أعوذ بالله من الشيطان الرجيم يا أيها الناس اعبدوا ربكم الذي خلقكم والذين من قبلكم لعلكم تتقون الذي جعل لكم الأرض فراشا والسماء بناء وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم فلا تجعلوا لله أندادا وأنتم تعلمون,002021-002022,high,"[{""id"": ""002021"", ""transcript"": ""يا أيها الناس اعبدوا ربكم الذي خلقكم والذين من قبلكم لعلكم تتقون""}, {""id"": ""002022"", ""transcript"": ""الذي جعل لكم الأرض فراشا والسماء بناء وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم فلا تجعلوا لله أندادا وأنتم تعلمون""}]","[{""id"": ""002021"", ""type"": ""ayah"", ""ar"": ""يَا أَيُّهَا النَّاسُ اعْبُدُوا رَبَّكُمُ الَّذِي خَلَقَكُمْ وَالَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ"", ""clean"": """", ""en"": """"}, {""id"": ""002022"", ""type"": ""ayah"", ""ar"": ""الَّذِي جَعَلَ لَكُمُ الْأَرْضَ فِرَاشًا وَالسَّمَاءَ بِنَاءً وَأَنزَلَ مِنَ السَّمَاءِ مَاءً فَأَخْرَجَ بِهِ مِنَ الثَّمَرَاتِ رِزْقًا لَّكُمْ ۖ فَلَا تَجْعَلُوا لِلَّهِ أَندَادًا وَأَنتُمْ تَعْلَمُونَ"", ""clean"": """", ""en"": """"}]"
train-020,وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون وإذ استسقى موسى لقومه فقلنا اضرب عصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباؤوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون,002058-002061,high,"[{""id"": ""002058"", ""transcript"": ""وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين""}, {""id"": ""002059"", ""transcript"": ""فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون""}, {""id"": ""002060"", ""transcript"": ""وإذ استسقى موسى لقومه فقلنا اضرب عصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين""}, {""id"": ""002061"", ""transcript"": ""وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباؤوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون""}]","[{""id"": ""002058"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْنَا ادْخُلُوا هَـٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002059"", ""type"": ""ayah"", ""ar"": ""فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ"", ""clean"": """", ""en"": """"}, {""id"": ""002060"", ""type"": ""ayah"", ""ar"": ""۞ وَإِذِ اسْتَسْقَىٰ مُوسَىٰ لِقَوْمِهِ فَقُلْنَا اضْرِب بِّعَصَاكَ الْحَجَرَ ۖ فَانفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْنًا ۖ قَدْ عَلِمَ كُلُّ أُنَاسٍ مَّشْرَبَهُمْ ۖ كُلُوا وَاشْرَبُوا مِن رِّزْقِ اللَّهِ وَلَا تَعْثَوْا فِي الْأَرْضِ مُفْسِدِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002061"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْتُمْ يَا مُوسَىٰ لَن نَّصْبِرَ عَلَىٰ طَعَامٍ وَاحِدٍ فَادْعُ لَنَا رَبَّكَ يُخْرِجْ لَنَا مِمَّا تُنبِتُ الْأَرْضُ مِن بَقْلِهَا وَقِثَّائِهَا وَفُومِهَا وَعَدَسِهَا وَبَصَلِهَا ۖ قَالَ أَتَسْتَبْدِلُونَ الَّذِي هُوَ أَدْنَىٰ بِالَّذِي هُوَ خَيْرٌ ۚ اهْبِطُوا مِصْرًا فَإِنَّ لَكُم مَّا سَأَلْتُمْ ۗ وَضُرِبَتْ عَلَيْهِمُ الذِّلَّةُ وَالْمَسْكَنَةُ وَبَاءُوا بِغَضَبٍ مِّنَ اللَّهِ ۗ ذَٰلِكَ بِأَنَّهُمْ كَانُوا يَكْفُرُونَ بِآيَاتِ اللَّهِ وَيَقْتُلُونَ النَّبِيِّينَ بِغَيْرِ الْحَقِّ ۗ ذَٰلِكَ بِمَا عَصَوا وَّكَانُوا يَعْتَدُونَ"", ""clean"": """", ""en"": """"}]"
train-021,أعوذ بالله من الشيطان الرجيم بسم الله الرحمن الرحيم تبارك الذي بيده الملك وهو على كل شيء قدير الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور,067001-067002,high,"[{""id"": ""067001"", ""transcript"": ""تبارك الذي بيده الملك وهو على كل شيء قدير""}, {""id"": ""067002"", ""transcript"": ""الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور""}]","[{""id"": ""067001"", ""type"": ""ayah"", ""ar"": ""تَبَارَكَ الَّذِي بِيَدِهِ الْمُلْكُ وَهُوَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ"", ""clean"": """", ""en"": """"}, {""id"": ""067002"", ""type"": ""ayah"", ""ar"": ""الَّذِي خَلَقَ الْمَوْتَ وَالْحَيَاةَ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا ۚ وَهُوَ الْعَزِيزُ الْغَفُورُ"", ""clean"": """", ""en"": """"}]"
train-022,وإذ جعلنا البيت مسابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,002125,high,"[{""id"": ""002125"", ""transcript"": ""وإذ جعلنا البيت مسابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود""}]","[{""id"": ""002125"", ""type"": ""ayah"", ""ar"": ""وَإِذْ جَعَلْنَا الْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْنًا وَاتَّخِذُوا مِن مَّقَامِ إِبْرَاهِيمَ مُصَلًّى ۖ وَعَهِدْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَن طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَالْعَاكِفِينَ وَالرُّكَّعِ السُّجُودِ"", ""clean"": """", ""en"": """"}]"
train-023,وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,002125,high,"[{""id"": ""002125"", ""transcript"": ""وإذ جعلنا البيت مثابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود""}]","[{""id"": ""002125"", ""type"": ""ayah"", ""ar"": ""وَإِذْ جَعَلْنَا الْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْنًا وَاتَّخِذُوا مِن مَّقَامِ إِبْرَاهِيمَ مُصَلًّى ۖ وَعَهِدْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَن طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَالْعَاكِفِينَ وَالرُّكَّعِ السُّجُودِ"", ""clean"": """", ""en"": """"}]"
train-024,وإذ جعلنا البيت مسابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود,002125,high,"[{""id"": ""002125"", ""transcript"": ""وإذ جعلنا البيت مسابة للناس وأمنا واتخذوا من مقام إبراهيم مصلى وعهدنا إلى إبراهيم وإسماعيل أن طهرا بيتي للطائفين والعاكفين والركع السجود""}]","[{""id"": ""002125"", ""type"": ""ayah"", ""ar"": ""وَإِذْ جَعَلْنَا الْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْنًا وَاتَّخِذُوا مِن مَّقَامِ إِبْرَاهِيمَ مُصَلًّى ۖ وَعَهِدْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَن طَهِّرَا بَيْتِيَ لِلطَّائِفِينَ وَالْعَاكِفِينَ وَالرُّكَّعِ السُّجُودِ"", ""clean"": """", ""en"": """"}]"
train-025,وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون,002058-002059,high,"[{""id"": ""002058"", ""transcript"": ""وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين""}, {""id"": ""002059"", ""transcript"": ""فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون""}]","[{""id"": ""002058"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْنَا ادْخُلُوا هَـٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002059"", ""type"": ""ayah"", ""ar"": ""فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ"", ""clean"": """", ""en"": """"}]"
train-026,وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون,002058-002059,high,"[{""id"": ""002058"", ""transcript"": ""وإذ قلنا ادخلوا هذه القرية وكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين""}, {""id"": ""002059"", ""transcript"": ""فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون""}]","[{""id"": ""002058"", ""type"": ""ayah"", ""ar"": ""وَإِذْ قُلْنَا ادْخُلُوا هَـٰذِهِ الْقَرْيَةَ فَكُلُوا مِنْهَا حَيْثُ شِئْتُمْ رَغَدًا وَادْخُلُوا الْبَابَ سُجَّدًا وَقُولُوا حِطَّةٌ نَّغْفِرْ لَكُمْ خَطَايَاكُمْ ۚ وَسَنَزِيدُ الْمُحْسِنِينَ"", ""clean"": """", ""en"": """"}, {""id"": ""002059"", ""type"": ""ayah"", ""ar"": ""فَبَدَّلَ الَّذِينَ ظَلَمُوا قَوْلًا غَيْرَ الَّذِي قِيلَ لَهُمْ فَأَنزَلْنَا عَلَى الَّذِينَ ظَلَمُوا رِجْزًا مِّنَ السَّمَاءِ بِمَا كَانُوا يَفْسُقُونَ"", ""clean"": """", ""en"": """"}]"
train-027,قلنا اهبطوا منها جميعا فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون,002038,high,"[{""id"": ""002038"", ""transcript"": ""قلنا اهبطوا منها جميعا فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون""}]","[{""id"": ""002038"", ""type"": ""ayah"", ""ar"": ""قُلْنَا اهْبِطُوا مِنْهَا جَمِيعًا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّي هُدًى فَمَن تَبِعَ هُدَايَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ"", ""clean"": """", ""en"": """"}]"
train-028,الحمد لله رب العالمين,001002,high,"[{""id"": ""001002"", ""transcript"": ""الحمد لله رب العالمين""}]","[{""id"": ""001002"", ""type"": ""ayah"", ""ar"": ""الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ"", ""clean"": """", ""en"": ""Alĥamdu lillaahi rabbil-عaalameen!""}]"
train-029,أعوذ بالله من الشيطان الرجيم إن لما طغى الماء وحملناكم في الجارية لنجعلها لكم تذكرة وتعيها أذن واعية فإذا نوفخ في الصور نفخة واحدة وحملت الأرض والجبال فدكتا دكة واحدة فيومئذ وقعت الواقعة وانشقت السماء فهي يومئذ واهية والملك على أرجائها ويحمل عرش ربك فوقهم يومئذ ثمانية يومئذ تعرضون لا تخفى منكم خافية,069011-069018,high,"[{""id"": ""069011"", ""transcript"": ""إن لما طغى الماء وحملناكم في الجارية""}, {""id"": ""069012"", ""transcript"": ""لنجعلها لكم تذكرة وتعيها أذن واعية""}, {""id"": ""069013"", ""transcript"": ""فإذا نوفخ في الصور نفخة واحدة""}, {""id"": ""069014"", ""transcript"": ""وحملت الأرض والجبال فدكتا دكة واحدة""}, {""id"": ""069015"", ""transcript"": ""فيومئذ وقعت الواقعة""}, {""id"": ""069016"", ""transcript"": ""وانشقت السماء فهي يومئذ واهية""}, {""id"": ""069017"", ""transcript"": ""والملك على أرجائها ويحمل عرش ربك فوقهم يومئذ ثمانية""}, {""id"": ""069018"", ""transcript"": ""يومئذ تعرضون لا تخفى منكم خافية""}]","[{""id"": ""069011"", ""type"": ""ayah"", ""ar"": ""إِنَّا لَمَّا طَغَى الْمَاءُ حَمَلْنَاكُمْ فِي الْجَارِيَةِ"", ""clean"": """", ""en"": """"}, {""id"": ""069012"", ""type"": ""ayah"", ""ar"": ""لِنَجْعَلَهَا لَكُمْ تَذْكِرَةً وَتَعِيَهَا أُذُنٌ وَاعِيَةٌ"", ""clean"": """", ""en"": """"}, {""id"": ""069013"", ""type"": ""ayah"", ""ar"": ""فَإِذَا نُفِخَ فِي الصُّورِ نَفْخَةٌ وَاحِدَةٌ"", ""clean"": """", ""en"": """"}, {""id"": ""069014"", ""type"": ""ayah"", ""ar"": ""وَحُمِلَتِ الْأَرْضُ وَالْجِبَالُ فَدُكَّتَا دَكَّةً وَاحِدَةً"", ""clean"": """", ""en"": """"}, {""id"": ""069015"", ""type"": ""ayah"", ""ar"": ""فَيَوْمَئِذٍ وَقَعَتِ الْوَاقِعَةُ"", ""clean"": """", ""en"": """"}, {""id"": ""069016"", ""type"": ""ayah"", ""ar"": ""وَانشَقَّتِ السَّمَاءُ فَهِيَ يَوْمَئِذٍ وَاهِيَةٌ"", ""clean"": """", ""en"": """"}, {""id"": ""069017"", ""type"": ""ayah"", ""ar"": ""وَالْمَلَكُ عَلَىٰ أَرْجَائِهَا ۚ وَيَحْمِلُ عَرْشَ رَبِّكَ فَوْقَهُمْ يَوْمَئِذٍ ثَمَانِيَةٌ"", ""clean"": """", ""en"": """"}, {""id"": ""069018"", ""type"": ""ayah"", ""ar"": ""يَوْمَئِذٍ تُعْرَضُونَ لَا تَخْفَىٰ مِنكُمْ خَافِيَةٌ"", ""clean"": """", ""en"": """"}]"
